what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1413720573309
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1413720573370
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1413720573415
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1413720573446
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1413720573544
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1413720574603
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413720574645
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1413720574692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720575599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720643270
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1413720643751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720654983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720658823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720688188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720706863
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413720707326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720710033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413720715985
